Record Number,Type,Address,Date Opened,Status
PPA23-0181,Planning Pre-Application,"1389 E HOLT BL, ONTARIO CA 91761",5/8/2023,Complete
PVER23-022,Zoning Verification Letter,"315 E CALIFORNIA ST, ONTARIO CA 91761",5/5/2023,Active
PADX23-001,Administrative Exception,"4980 S CELEBRATION AV, ONTARIO CA 91762",5/5/2023,Withdrawn
PPA23-0180,Planning Pre-Application,"21053106 21053106, Ontario CA United States",5/5/2023,Withdrawn
PPA23-0179,Planning Pre-Application,"170 N TURNER AV, ONTARIO CA 91743",5/5/2023,Withdrawn
PPA23-0178,Planning Pre-Application,"4321 E ONTARIO MILLS PW, ONTARIO CA 91764",5/5/2023,Complete
PTUP23-050,Temporary Use Permit,"704 E E ST, ONTARIO CA 91764",5/5/2023,Active
PTUP23-049,Temporary Use Permit,"4980 S CELEBRATION AV, ONTARIO CA 91762",5/5/2023,Active
PTUP23-048,Temporary Use Permit,"1240 W FOURTH ST, ONTARIO CA 91762",5/4/2023,Active
PSGN23-065,Sign Permit,"108 W HOLT BL, BLDG 1, ONTARIO CA 91762",5/4/2023,Approved Final
PSGN23-064,Sign Permit,"1900 E INLAND EMPIRE BL, ONTARIO CA 91764",5/4/2023,Approved Final
PPA23-0177,Planning Pre-Application,"0 Ontario Ranch Road, Ontario CA United States",5/4/2023,Complete
PPA23-0176,Planning Pre-Application,"1201 S AUTO CENTER DR, ONTARIO CA 91761",5/3/2023,Complete
PPA23-0175,Planning Pre-Application,"303 E B ST, ONTARIO CA 91764",5/3/2023,Complete
PPA23-0174,Planning Pre-Application,"1211 E I ST, BLDG 2, ONTARIO CA 91764",5/3/2023,Complete
PPA23-0173,Planning Pre-Application,"1533 W HOLT BL, ONTARIO CA 91762",5/3/2023,Withdrawn
23TMP-001036,Planning Pre-Application,,5/2/2023,
23TMP-001034,Planning Pre-Application,"1900 E INLAND EMPIRE BL, ONTARIO CA 91764",5/2/2023,
23TMP-001030,Planning Pre-Application,"403 N SULTANA AV, Ontario CA 91764",5/2/2023,
PTUP23-047,Temporary Use Permit,"275 N LEMON AV, ONTARIO CA 91761",5/2/2023,Approved
PTUP23-046,Temporary Use Permit,"216 N EUCLID AV, ONTARIO CA 91761",5/2/2023,Active
PSGN23-063,Sign Permit,"2151 S VINTAGE AV, ONTARIO CA 91761",5/2/2023,Approved Final
PSGN23-062,Sign Permit,"1532 S VINEYARD AV, ONTARIO CA 91761",5/2/2023,Approved Final
PPA23-0172,Planning Pre-Application,"603 N HOLMES AV, ONTARIO CA 91764",5/2/2023,Withdrawn
PPA23-0171,Planning Pre-Application,"862 W BONNIE BRAE CT, ONTARIO CA 91762",5/2/2023,Withdrawn
PSGN23-061,Sign Permit,"13150 S ARCHIBALD AV, BLDG 1, ONTARIO CA 91761",5/1/2023,Approved Final
PPA23-0170,Planning Pre-Application,"341 N MUSCATEL AV, ONTARIO CA 91761",5/1/2023,Withdrawn
PPA23-0169,Planning Pre-Application,"1715 E DEODAR ST, ONTARIO CA 91764",5/1/2023,Withdrawn
PPA23-0168,Planning Pre-Application,"1205 E FLORA ST, Ontario CA 91764",5/1/2023,Withdrawn
PPA23-0167,Planning Pre-Application,"848 S MOUNTAIN AV, ONTARIO CA 91762",5/1/2023,Complete
PPA23-0166,Planning Pre-Application,"2272 E INLAND EMPIRE BL, ONTARIO CA 91764",4/30/2023,Complete
PPA23-0165,Planning Pre-Application,"2520 S MOOSEDEER DR, ONTARIO CA 91761",4/29/2023,Withdrawn
PPA23-0164,Planning Pre-Application,"1519 N HUMBOLDT AV, ONTARIO CA 91764",4/29/2023,Withdrawn
PTUP23-045,Temporary Use Permit,"2200 E PHILADELPHIA ST, BLDG 1, ONTARIO CA 91761",4/28/2023,Approved
PMTT23-006,Parcel Tract Map,"1161 W STONERIDGE CT, ONTARIO CA 91762",4/28/2023,Under Review
PSGN23-060,Sign Permit,"1215 E AIRPORT DR, Ontario CA 91761",4/28/2023,Approved Final
PDEV23-012,Development Plan,"1161 W STONERIDGE CT, ONTARIO CA 91762",4/28/2023,Under Review
PPA23-0163,Planning Pre-Application,"800 N HAVEN AV, SUITE 100, ONTARIO CA 91764",4/28/2023,Complete
PTUP23-044,Temporary Use Permit,"2200 E PHILADELPHIA ST, BLDG 2, ONTARIO CA 91761",4/28/2023,Active
PTUP23-043,Temporary Use Permit,"2150 S ARCHIBALD AV, ONTARIO CA 91761",4/27/2023,Approved
PSGN23-059,Sign Permit,"5576 E ONTARIO MILLS PW, ONTARIO CA 91764",4/27/2023,Active
PPA23-0162,Planning Pre-Application,"1215 E AIRPORT DR, Ontario CA 91761",4/27/2023,Complete
23TMP-000975,Planning Pre-Application,,4/26/2023,
23TMP-000970,Planning Pre-Application,"326 E HOLT BL, SUITE E, ONTARIO CA 91761",4/26/2023,
PTUP23-042,Temporary Use Permit,"1130 S CAMPUS AV, ONTARIO CA 91761",4/26/2023,Approved
PSGN23-057,Sign Permit,"1151 S KETTERING DR, ONTARIO CA 91761",4/26/2023,Approved Final
PPA23-0161,Planning Pre-Application,"2150 S ARCHIBALD AV, ONTARIO CA 91761",4/26/2023,Complete
PPA23-0160,Planning Pre-Application,"1154 E HOLT BL, ONTARIO CA 91761",4/26/2023,Withdrawn
PPA23-0159,Planning Pre-Application,"4980 S CELEBRATION AV, ONTARIO CA 91762",4/26/2023,Complete
PSGN23-058,Sign Permit,"1307 S KETTERING DR, ONTARIO CA 91761",4/26/2023,Approved Final
23TMP-000944,Planning Pre-Application,"1519 S CYPRESS AV, ONTARIO CA 91762",4/25/2023,
PSGN23-056,Sign Permit,"1435 S GROVE AV, SUITE 4, ONTARIO CA 91761",4/25/2023,Approved Final
PSGN23-055,Sign Permit,"840 S ROCHESTER AV, SUITE D, ONTARIO CA 91761",4/25/2023,Approved Final
PPA23-0158,Planning Pre-Application,"701 N MILLIKEN AV, SUITE C, ONTARIO CA 91764",4/25/2023,Complete
PPA23-0157,Planning Pre-Application,"5576 E ONTARIO MILLS PW, ONTARIO CA 91764",4/25/2023,Complete
PVER23-021,Zoning Verification Letter,"5651 E FRANCIS ST, ONTARIO CA 91761",4/25/2023,Active
PTUP23-041,Temporary Use Permit,"5051 S CARPENTER AV, ONTARIO CA 91762",4/24/2023,Under Review
PTUP23-040,Temporary Use Permit,"2725 S CAMPUS AV, ONTARIO CA 91761",4/24/2023,Approved
PPA23-0156,Planning Pre-Application,"523 E YALE ST, 1, Ontario CA 91764",4/24/2023,Withdrawn
PSGN23-054,Sign Permit,"820 S MOUNTAIN AV, ONTARIO CA 91762",4/21/2023,Approved Final
PPA23-0155,Planning Pre-Application,"1 E MILLS CI, ONTARIO CA 91764",4/21/2023,Resubmittal Required
PPA23-0154,Planning Pre-Application,"4246 E ONTARIO RANCH RD, Ontario CA 91762",4/21/2023,Complete
23TMP-000898,Planning Pre-Application,,4/20/2023,
PSGN23-053,Sign Permit,"2200 S HAVEN AV, 1-A, ONTARIO CA 91761",4/20/2023,Approved Final
PSGN23-052,Sign Permit,"1701 S GROVE AV, SUITE A, ONTARIO CA 91761",4/20/2023,Approved Final
PPA23-0153,Planning Pre-Application,"761 N ARCHIBALD AV, SUITE B, Ontario CA 91764",4/20/2023,Complete
PPA23-0152,Planning Pre-Application,"2664 E TATUM LN, ONTARIO CA 91762",4/20/2023,Withdrawn
PPA23-0151,Planning Pre-Application,"736 E CALIFORNIA ST, ONTARIO CA 91761",4/19/2023,Resubmittal Required
PPA23-0150,Planning Pre-Application,"2200 S HAVEN AV, 1-A, ONTARIO CA 91761",4/19/2023,Complete
PPA23-0149,Planning Pre-Application,"1001 W MISSION BL, ONTARIO CA 91762",4/19/2023,Withdrawn
PPA23-0148,Planning Pre-Application,"1525 S FERN AV, ONTARIO CA 91762",4/19/2023,Withdrawn
PVER23-020,Zoning Verification Letter,"4105 E INLAND EMPIRE BL, ONTARIO CA 91764",4/18/2023,Approved
PSGN23-051,Sign Permit,"2180 S WINEVILLE AV, ONTARIO CA 91761",4/18/2023,Approved Final
PPA23-0147,Planning Pre-Application,"1701 S GROVE AV, SUITE A, ONTARIO CA 91761",4/18/2023,Complete
PPA23-0146,Planning Pre-Application,"309 E CALIFORNIA ST, ONTARIO CA 91761",4/18/2023,Withdrawn
PPA23-0145,Planning Pre-Application,"120 W D ST, ONTARIO CA 91762",4/17/2023,Withdrawn
PPA23-0144,Planning Pre-Application,"2180 S WINEVILLE AV, ONTARIO CA 91761",4/17/2023,Complete
PPA23-0143,Planning Pre-Application,"2200 E PHILADELPHIA ST, BLDG 1, ONTARIO CA 91761",4/16/2023,Complete
PSGN23-043,Sign Permit,"1821 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PPA23-0142,Planning Pre-Application,"110 W CAROLINE CT, ONTARIO CA 91762",4/14/2023,Withdrawn
PSGN23-050,Sign Permit,"1835 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PSGN23-049,Sign Permit,"1829 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PSGN23-048,Sign Permit,"1859 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PSGN23-047,Sign Permit,"1877 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PSGN23-046,Sign Permit,"1827 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PSGN23-045,Sign Permit,"1825 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PSGN23-044,Sign Permit,"1833 E FOURTH ST, ONTARIO CA 91764",4/14/2023,Approved Final
PTUP23-039,Temporary Use Permit,"1 E MILLS CI, SUITE 101, ONTARIO CA 91764",4/13/2023,Approved
PMTT23-005,Parcel Tract Map,"13813 S EUCLID AV, ONTARIO CA 91761",4/13/2023,Approved Final
PSGN23-042,Sign Permit,"3491 E CONCOURS ST, SUITE 201, ONTARIO CA 91764",4/13/2023,Approved Final
PDEV23-011,Development Plan,"13813 S EUCLID AV, ONTARIO CA 91761",4/13/2023,Approved Final
PPA23-0141,Planning Pre-Application,"1300 S CAMPUS AV, ONTARIO CA 91761",4/13/2023,Complete
PSGP23-002,Sign Program,"4580 E ONTARIO MILLS PW, ONTARIO CA 91764",4/12/2023,Approved Final
PSGN23-041,Sign Permit,"1000 N TANGENT PRIVADO, ONTARIO CA 91764",4/12/2023,Approved Final
PSGN23-040,Sign Permit,"1435 S GROVE AV, SUITE 5, ONTARIO CA 91761",4/12/2023,Approved Final
PPA23-0140,Planning Pre-Application,"4675 E MILLS CI N, BLDG 1, ONTARIO CA 91764",4/12/2023,Complete
PPA23-0139,Planning Pre-Application,"2130 S CUCAMONGA AV, ONTARIO CA 91761",4/11/2023,Withdrawn
PDA-23-002,Development Agreement,"0 S HAVEN AV, ONTARIO CA 91761",4/10/2023,Approved Final
PPA23-0138,Planning Pre-Application,"1001 E HOLT BL, Ontario CA 91761",4/10/2023,Withdrawn
PPA23-0137,Planning Pre-Application,"523 E YALE ST, ONTARIO CA 91764",4/10/2023,Withdrawn
PPA23-0136,Planning Pre-Application,"1316 N LAKE AV, Ontario CA 91764",4/10/2023,Withdrawn
PPA23-0135,Planning Pre-Application,"1908 S PALMETTO AV, ONTARIO CA 0",4/10/2023,Withdrawn
PPA23-0134,Planning Pre-Application,"1890 S CARLOS AV, BLDG 1, ONTARIO CA 91761",4/10/2023,Withdrawn
PPA23-0133,Planning Pre-Application,"1819 S OAKS AV, ONTARIO CA 91762",4/7/2023,Withdrawn
PPA23-0132,Planning Pre-Application,"4550 E ONTARIO MILLS PW, ONTARIO CA 91764",4/7/2023,Complete
23TMP-000774,Planning Pre-Application,"1927 S HELEN AV, Ontario CA 91762",4/6/2023,
PTUP23-038,Temporary Use Permit,"216 N EUCLID AV, ONTARIO CA 91761",4/6/2023,Approved
PTUP23-037,Temporary Use Permit,"2150 S ARCHIBALD AV, ONTARIO CA 91761",4/6/2023,Approved
PHP-23-004,Historical Preservation,"907 N EUCLID AV, SUITE A, ONTARIO CA 91762",4/6/2023,Under Review
PPA23-0131,Planning Pre-Application,"1927 S HELEN AV, ONTARIO CA 91762",4/6/2023,Withdrawn
PPA23-0130,Planning Pre-Application,"2750 E MISSION BL, ONTARIO CA 91761",4/6/2023,Withdrawn
PPA23-0129,Planning Pre-Application,"1000 N TANGENT PRIVADO, ONTARIO CA 91764",4/6/2023,Complete
PPA23-0128,Planning Pre-Application,"1550 E CASCADES TR, ONTARIO CA 91761",4/6/2023,Withdrawn
PPA23-0127,Planning Pre-Application,"1342 W ROSEWOOD CT, ONTARIO CA 91762",4/5/2023,Withdrawn
PPA23-0126,Planning Pre-Application,"2180 S WINEVILLE AV, ONTARIO CA 91761",4/5/2023,Resubmittal Required
PPA23-0125,Planning Pre-Application,"1 E MILLS CI, SUITE 101, ONTARIO CA 91764",4/4/2023,Complete
PPA23-0124,Planning Pre-Application,"1 E MILLS CI, SUITE 217, ONTARIO CA 91764",4/4/2023,Withdrawn
PPA23-0123,Planning Pre-Application,"2150 S ARCHIBALD AV, ONTARIO CA 91761",4/4/2023,Complete
PPA23-0122,Planning Pre-Application,"1505 S HAVEN AV, ONTARIO CA 91761",4/4/2023,Withdrawn
PVER23-019,Zoning Verification Letter,"0 E FRANCIS ST, ONTARIO CA 91761",4/3/2023,Under Review
PSGN23-039,Sign Permit,"3990 E CONCOURS ST, SUITE 108, ONTARIO CA 91764",4/3/2023,Approved Final
PSGN23-038,Sign Permit,"2215 S ARCHIBALD AV, BLDG 1, ONTARIO CA 91761",4/3/2023,Approved Final
PSGN23-037,Sign Permit,"2195 S HAVEN AV, ONTARIO CA 91761",4/3/2023,Approved Final
PCUP23-007,Conditional Use Permit,"960 N ONTARIO MILLS DR, A, Ontario CA 91764",4/3/2023,Approved Final
PPA23-0121,Planning Pre-Application,"115 E ACACIA ST, BLDG B, ONTARIO CA 91761",4/3/2023,Withdrawn
PPA23-0120,Planning Pre-Application,"3257 E GUASTI RD, ONTARIO CA 91761",4/3/2023,Complete
PPA23-0119,Planning Pre-Application,"1532 S VINEYARD AV, ONTARIO CA 91761",4/3/2023,Complete
PPA23-0118,Planning Pre-Application,"2151 S VINTAGE AV, ONTARIO CA 91761",4/3/2023,Complete
PPA23-0117,Planning Pre-Application,"2200 E PHILADELPHIA ST, BLDG 2, ONTARIO CA 91761",4/3/2023,Complete
PPA23-0116,Planning Pre-Application,"2200 E PHILADELPHIA ST, BLDG 2, ONTARIO CA 91761",4/3/2023,Complete
PPA23-0115,Planning Pre-Application,"2200 E PHILADELPHIA ST, BLDG 2, ONTARIO CA 91761",4/3/2023,Complete
23TMP-000700,Planning Pre-Application,"1916 E BOCA RATON CT, ONTARIO CA 0",3/31/2023,
PPA23-0114,Planning Pre-Application,"3426 E QUINTESSA PRIVADO, ONTARIO CA 91762",3/31/2023,Withdrawn
PPA23-0113,Planning Pre-Application,"2750 E MISSION BL, ONTARIO CA 91761",3/31/2023,Resubmittal Required
PPA23-0112,Planning Pre-Application,"1278 N HELLMAN AV, ONTARIO CA 91764",3/31/2023,Withdrawn
PPA23-0111,Planning Pre-Application,"2215 S ARCHIBALD AV, BLDG, ONTARIO CA 91761",3/31/2023,Complete
PPA23-0110,Planning Pre-Application,"2195 S HAVEN AV, ONTARIO CA 91761",3/31/2023,Complete
PSGN23-036,Sign Permit,"703 S EUCLID AV, ONTARIO CA 91761",3/30/2023,Approved Final
PSGN23-035,Sign Permit,"231 N VINEYARD AV, BLDG 1, ONTARIO CA 91761",3/30/2023,Active
PPA23-0109,Planning Pre-Application,"2049 E FRANCIS ST, BLDG 1, ONTARIO CA 91761",3/30/2023,Complete
23TMP-000670,Planning Pre-Application,,3/29/2023,
PVER23-018,Zoning Verification Letter,"0 E FRANCIS ST, ONTARIO CA 91761",3/29/2023,Approved
PPA23-0108,Planning Pre-Application,"1361 N COUNCIL AV, ONTARIO CA 91764",3/29/2023,Withdrawn
PPA23-0107,Planning Pre-Application,"3990 E CONCOURS ST, SUITE 500, ONTARIO CA 91764",3/29/2023,Complete
PPA23-0106,Planning Pre-Application,"120 W E ST, ONTARIO CA 91762",3/29/2023,Withdrawn
PZC-23-001,Zone Change,"0 S BON VIEW AV, ONTARIO CA 91710",3/28/2023,Active
PSGN23-034,Sign Permit,"1429 N EUCLID AV, ONTARIO CA 91762",3/28/2023,Approved Final
PSGN23-033,Sign Permit,"2509 S EUCLID AV, BLDG 1, ONTARIO CA 91761",3/28/2023,Approved Final
PCUP23-006,Conditional Use Permit,"980 N HAVEN AV, ONTARIO CA 91764",3/28/2023,Approved
PPA23-0105,Planning Pre-Application,"2180 S WINEVILLE AV, Ontario CA 91761",3/28/2023,Resubmittal Required
PPA23-0104,Planning Pre-Application,"1337 N MOUNTAIN AV, SUITE 2, ONTARIO CA 91762",3/28/2023,Withdrawn
PVAR23-002,Variance,"1754 S EUCLID AV, ONTARIO CA 91762",3/27/2023,Approved Final
PHP-23-003,Historical Preservation,"1754 S EUCLID AV, ONTARIO CA 91762",3/27/2023,Approved Final
PDEV23-010,Development Plan,"1754 S EUCLID AV, ONTARIO CA 91762",3/27/2023,Approved Final
PPA23-0103,Planning Pre-Application,"644 E NOCTA ST, ONTARIO CA 91761",3/27/2023,Withdrawn
PPA23-0102,Planning Pre-Application,"2049 E FRANCIS ST, BLDG, ONTARIO CA 91761",3/27/2023,Complete
PVER23-017,Zoning Verification Letter,"1400 S CAMPUS AV, BLDG 1, ONTARIO CA 91761",3/23/2023,Active
PTUP23-036,Temporary Use Permit,"1150 W FOURTH ST, ONTARIO CA 91762",3/23/2023,Approved
PDEV23-009,Development Plan,"1559 W MISSION BL, ONTARIO CA 91762",3/23/2023,Under Review
PTUP23-035,Temporary Use Permit,"225 S EUCLID AV, ONTARIO CA 91761",3/22/2023,Approved
PTUP23-034,Temporary Use Permit,"216 N EUCLID AV, ONTARIO CA 91761",3/22/2023,Active
PPA23-0101,Planning Pre-Application,"2509 S EUCLID AV, BLDG 1, ONTARIO CA 91761",3/22/2023,Complete
PPA23-0100,Planning Pre-Application,"1559 W MISSION BL, ONTARIO CA 91762",3/22/2023,Complete
23TMP-000557,Planning Pre-Application,"0 %, Ontario CA United States",3/21/2023,
PTUP23-033,Temporary Use Permit,"4980 S CELEBRATION AV, ONTARIO CA 91762",3/21/2023,Active
PTUP23-032,Temporary Use Permit,"831 E BELMONT ST, ONTARIO CA 91761",3/21/2023,Active
PPA23-0099,Planning Pre-Application,"960 N ONTARIO MILLS DR, A, Ontario CA 91764",3/21/2023,Complete
PPA23-0098,Planning Pre-Application,"0 S EUCLID AV, ONTARIO CA 91710",3/21/2023,Complete
PPA23-0097,Planning Pre-Application,"1120 W BAHIA CT, SUITE A, ONTARIO CA 91762",3/21/2023,Withdrawn
PTUP23-030,Temporary Use Permit,"4980 S CELEBRATION AV, ONTARIO CA 91762",3/20/2023,Approved
PPA23-0096,Planning Pre-Application,"2062 S HELEN AV, ONTARIO CA 91762",3/20/2023,Withdrawn
PPA23-0095,Planning Pre-Application,"1533 S PLEASANT AV, ONTARIO CA 91761",3/20/2023,Withdrawn
PTUP23-031,Temporary Use Permit,"4980 S CELEBRATION AV, ONTARIO CA 91762",3/20/2023,Approved
23TMP-000523,Planning Pre-Application,,3/16/2023,
PDEV23-008,Development Plan,"2500 S ARCHIBALD AV, ONTARIO CA 91761",3/15/2023,Approved Final
PPA23-0094,Planning Pre-Application,"980 N HAVEN AV, ONTARIO CA 91764",3/15/2023,Complete
PPA23-0093,Planning Pre-Application,"418 E SUNKIST ST, ONTARIO CA 91761",3/15/2023,Withdrawn
23TMP-000494,Planning Pre-Application,"824 E Emporia AV, UNIT, Ontario CA United States",3/14/2023,
PVER23-016,Zoning Verification Letter,"1155 N MOUNTAIN AV, ONTARIO CA 91762",3/14/2023,Approved
PSGN23-032,Sign Permit,"628 W HOLT BL, SUITE F, ONTARIO CA 91762",3/14/2023,Approved Final
PPA23-0092,Planning Pre-Application,"1004 S CYPRESS AV, ONTARIO CA 91762",3/14/2023,Withdrawn
PPA23-0091,Planning Pre-Application,"2904 E MERRITT PASEO, ONTARIO CA 91761",3/14/2023,Withdrawn
PPA23-0090,Planning Pre-Application,"2912 E MERRITT PASEO, ONTARIO CA 91761",3/14/2023,Withdrawn
PPA23-0089,Planning Pre-Application,"2920 E MERRITT PASEO, ONTARIO CA 91761",3/14/2023,Withdrawn
23TMP-000475,Planning Pre-Application,,3/13/2023,
PVER23-015,Zoning Verification Letter,"1945 S GROVE AV, BLDG 1, ONTARIO CA 91761",3/13/2023,Approved
PTUP23-029,Temporary Use Permit,"320 E D ST, ONTARIO CA 91764",3/13/2023,Withdrawn
PTUP23-028,Temporary Use Permit,"2150 S ARCHIBALD AV, ONTARIO CA 91761",3/13/2023,Approved
PPA23-0088,Planning Pre-Application,"2973 E BRONCO DR, ONTARIO CA 91761",3/13/2023,Withdrawn
PPA23-0087,Planning Pre-Application,"1341 W LOCUST ST, ONTARIO CA 91762",3/13/2023,Withdrawn
PPA23-0086,Planning Pre-Application,"1155 N MOUNTAIN AV, ONTARIO CA 91762",3/13/2023,Complete
23TMP-000472,Planning Pre-Application,"1400 E HOLT BL, BLDG 1, ONTARIO CA 91761",3/10/2023,
PSGN23-031,Sign Permit,"3465 E CEDAR ST, ONTARIO CA 91761",3/10/2023,Approved Final
PPA23-0085,Planning Pre-Application,"980 N HAVEN AV, ONTARIO CA 91764",3/10/2023,Resubmittal Required
PSGN23-030,Sign Permit,"1315 E FOURTH ST, ONTARIO CA 91764",3/9/2023,Approved Final
PPA23-0084,Planning Pre-Application,"2500 S ARCHIBALD AV, ONTARIO CA 91761",3/9/2023,Complete
PSGN23-029,Sign Permit,"115 S PALM AV, ONTARIO CA 91762",3/8/2023,Active
PSGN23-028,Sign Permit,"2598 S ARCHIBALD AV, SUITE E, ONTARIO CA 91761",3/8/2023,Approved Final
PPA23-0083,Planning Pre-Application,"1147 W FIFTH ST, ONTARIO CA 91762",3/8/2023,Withdrawn
PTUP23-027,Temporary Use Permit,"4980 S CELEBRATION AV, ONTARIO CA 91762",3/8/2023,Approved
PPA23-0082,Planning Pre-Application,"1554 E BROOKSIDE ST, ONTARIO CA 91761",3/7/2023,Withdrawn
PPA23-0081,Planning Pre-Application,"980 N HAVEN AV, ONTARIO CA 91764",3/7/2023,Resubmittal Required
PPA23-0080,Planning Pre-Application,"3465 E CEDAR ST, ONTARIO CA 91761",3/7/2023,Complete
PVER23-014,Zoning Verification Letter,"3364 E HONEYBROOK WY, ONTARIO CA 91761",3/6/2023,Approved
PPA23-0079,Planning Pre-Application,"1155 N MOUNTAIN AV, ONTARIO CA 91762",3/6/2023,Resubmittal Required
PPA23-0078,Planning Pre-Application,"1022 S SAN ANTONIO AV, Ontario CA 91762",3/3/2023,Withdrawn
PPA23-0077,Planning Pre-Application,"1105 N MOUNTAIN AV, ONTARIO CA 91762",3/3/2023,Complete
PVER23-012,Zoning Verification Letter,"217 N ALLYN AV, BLDG 1, ONTARIO CA 91761",3/2/2023,Approved
PVER23-011,Zoning Verification Letter,"1290 E ELM ST, ONTARIO CA 91761",3/2/2023,Approved
PSGN23-027,Sign Permit,"730 N ARCHIBALD AV, SUITE D, ONTARIO CA 91764",3/2/2023,Approved Final
PPA23-0076,Planning Pre-Application,"1541 N SAN ANTONIO AV, ONTARIO CA 91762",3/2/2023,Withdrawn
PVER23-013,Zoning Verification Letter,"217 N ALLYN AV, BLDG 1, ONTARIO CA 91761",3/2/2023,Withdrawn
PSGN23-026,Sign Permit,"3401 E CENTRELAKE DR, SUITE 470, ONTARIO CA 91761",3/1/2023,Approved Final
PPA23-0075,Planning Pre-Application,"1247 W MONTICELLO ST, ONTARIO CA 91762",3/1/2023,Withdrawn
PSGN23-025,Sign Permit,"3055 S ARCHIBALD AV, SUITE C, ONTARIO CA 91761",2/28/2023,Approved Final
PTUP23-026,Temporary Use Permit,"0 S OAKS AV, BLDG 1, ONTARIO CA 91762",2/27/2023,Active
PCUP23-005,Conditional Use Permit,"930 N HAVEN AV, ONTARIO CA 91764",2/27/2023,Under Review
PPA23-0074,Planning Pre-Application,"910 S CALDWELL AV, ONTARIO CA 91761",2/27/2023,Withdrawn
PPA23-0073,Planning Pre-Application,"1848 S EUCLID AV, ONTARIO CA 91762",2/27/2023,Complete
PPA23-0072,Planning Pre-Application,"3055 S ARCHIBALD AV, SUITE C, ONTARIO CA 91761",2/27/2023,Complete
PTUP23-025,Temporary Use Permit,"226 N EUCLID AV, ONTARIO CA 91761",2/24/2023,Active
PTUP23-024,Temporary Use Permit,"2200 E PHILADELPHIA ST, BLDG 1, ONTARIO CA 91761",2/24/2023,Withdrawn
PDEV23-007,Development Plan,"1 S Twinkle AV, Ontario CA United States",2/24/2023,Under Review
PPA23-0071,Planning Pre-Application,"930 N HAVEN AV, ONTARIO CA 91764",2/24/2023,Complete
23TMP-000319,Planning Pre-Application,,2/23/2023,
PTUP23-023,Temporary Use Permit,"0 E D ST, ONTARIO CA 91764",2/23/2023,Under Review
PTUP23-022,Temporary Use Permit,"215 E C ST, ONTARIO CA 91761",2/23/2023,Approved
PMAS23-001,Massage Parlor,"5030 E FOURTH ST, SUITE C, ONTARIO CA 91764",2/23/2023,Withdrawn
PDET23-001,Determination of Use,"5030 E FOURTH ST, SUITE C, ONTARIO CA 91764",2/23/2023,Withdrawn
PPA23-0070,Planning Pre-Application,"2784 E STARK LN, ONTARIO CA 91762",2/23/2023,Withdrawn
PPA23-0069,Planning Pre-Application,"453 W GREVILLEA ST, ONTARIO CA 91762",2/23/2023,Withdrawn
PSGN23-024,Sign Permit,"3350 E JOHN BANGS DR, BLDG 2, ONTARIO CA 91761",2/22/2023,Approved Final
PDEV23-006,Development Plan,"0 S GROVE AV, ONTARIO CA 91710",2/22/2023,Under Review
PPA23-0068,Planning Pre-Application,"1 S Twinkle AV, Ontario CA United States",2/22/2023,Complete
PTUP23-020,Temporary Use Permit,"216 N EUCLID AV, ONTARIO CA 91761",2/21/2023,Under Review
PDEV23-005,Development Plan,"3625 E PHILADELPHIA ST, ONTARIO CA 91761",2/21/2023,Under Review
PPA23-0067,Planning Pre-Application,"1227 E HOLT BL, BLDG 1, ONTARIO CA 91761",2/21/2023,Withdrawn
